Year,,Cruise,Signature,numerical month,Project Principals,Vessel,Cruise Dates,Months,Latitude,Longitude,Summary,New Themes,OER Focus Areas,Platforms,Mission Group,MEOW,OE_Link,OE_Link_Image,SOO,Overview,Archive,Direct,NCDDC_Link,AuthoritativeIDx,CruiseID,GISMapLayers,EEM,Lesson_Plans,EMC,Educ_Focus,Publications,Metadata
2005,Galapagos2005,Galapagos: Where Ridge Meets Hotspot,Yes,12,"Dr. Rachel Haymon, University of California - Santa Barbara (Principal Investigator)",R/V Thomas G. Thompson,"December 3, 2005 - January 10, 2006",December-January,0.167419,-91.050293,This expedition surveyed the ocean floor north of the Galapagos Islands for underwater volcanoes and oceanic hotspots.,"seamount, seep, mapping, sampling, volcano, subs",intl,"thompson, dsl120",,galapagos,http://oceanexplorer.noaa.gov/explorations/05galapagos/welcome.html,gal_2005.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW1251&t=101378&s=8&d=70&d=75&d=76&d=91&d=93&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/56845 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn701250531",,,,,,,,http://oceanexplorer.noaa.gov/explorations/05galapagos/background/edu/edu.html,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#galapagos_details,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2005/GalAPAGoS2005_Cruise_Level.html
2005,Sounds2005,Sounds of the Southern Ocean,No,12,"Dr. Robert Dziak, Oregon State University (Principal Investigator)",R/V Yuhzmorgeologiya,"December 3 - 13, 2005",December,-62,-59,"Scientists deployed an array of Autonomous Underwater Hydrophones (AUH).  When the AUH array is recovered in 2006, sounds that have been captured will enable identification of previously unknown volcanically active regions on the seafloor, as well as the location of critical habitat for baleen whales.","volcano, sound, habitat",intl,yuhz,Sounds in the Sea,scotia,http://oceanexplorer.noaa.gov/explorations/05sounds/welcome.html,soso_2005.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn171292073",,,,,,,,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#sounds_details,
2005,PF0501,Extended Continental Shelf (ECS) Project (PF0501),No,5,"James Gardner, University of New Hampshire",USNS Pathfinder,"April 30 - May 30, 2005",April-May,32,-74,This expedition was one of a series of cruises aimed at collecting high-resolution seafloor mapping data in areas along the US Atlantic continental margin that may potentially qualify for an extended continental shelf under Article 76 of the United Nations Convention on the Law of the Sea (UNCLOS).,mapping,conshelf,pathfinder,Extended Continental Shelf,warmnwatl,https://www.continentalshelf.gov/,pf050.JPG,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/atlantic/Cartwright_05_cruise_report_PF05-1.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW530&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Sub-bottom); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=PF0501 ,,,PF0501,PF0501,Ship Track (ECS);2005;PF0501;2005ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/PF0501.xml&view=xml2text/xml-to-text-ISO&altview=none
2005,PF0502,Extended Continental Shelf (ECS) Project (PF0502),No,6,"James Gardner, University of New Hampshire ",USNS Pathfinder,"June 5 - June 30, 2005",June,31,-75,This expedition was one of a series of cruises aimed at collecting high-resolution seafloor mapping data in areas along the US Atlantic continental margin that may potentially qualify for an extended continental shelf under Article 76 of the United Nations Convention on the Law of the Sea (UNCLOS).,mapping,conshelf,pathfinder,Extended Continental Shelf,warmnwatl,https://www.continentalshelf.gov/,pf050.JPG,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/atlantic/Cartwright_05_cruise_report_PF05-1.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW839&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Sub-bottom); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=PF0501 ,,,PF0502,PF0502,Ship Track (ECS);2005;PF0502;2005ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/PF0502.xml&view=xml2text/xml-to-text-ISO&altview=none
2005,KM0514,Extended Continental Shelf (ECS) Project (KM0514),No,7,"James Gardner, University of New Hampshire; Larry Mayer, University of New Hampshire ",R/V Kilo Moana,"June 24 - September 1, 2005",June-September,54,-135,"This project is part of the U.S Extended Continental Shelf Project to establish the full extent of the U.S. continental shelf, consistent with international law. This particular leg surveyed the U.S. Gulf of Alaska continental margin.  The cruise mapped a total of 321,466 km2 in 42 days, with an average speed of 10 kts.",mapping,conshelf,kilomoana,Extended Continental Shelf,,https://www.continentalshelf.gov/,kilo.jpg,,Cruise Report; Open; Cruise Summary Report; http://oer.hpc.msstate.edu/ECS/alaska/KM0514_cruise_report.pdf,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW532&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Trackline Data (Sub-bottom); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=KM0514 | Gravity and Magnetics Data; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/trackline/request/?surveyIds=KM0514 ,Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/KM0514,,,KM0514,Ship Track (ECS);2005;KM0514;2005ST.jpg,,,,,,http://www.ngdc.noaa.gov/nmmrview/metadata.jsp?xml=NOAA/NESDIS/NGDC/MGG/Cruise/iso/xml/KM0514.xml&view=xml2text/xml-to-text-ISO&altview=none
2006,DavidsonSeamount2006,Davidson Seamount,Yes,1,"Dr. Andrew DeVogelaere, Monterey Bay National Marine Sanctuary, NOAA (Principal Investigator)",R/V Western Flyer,"January 26 - February 4, 2006",January-February,35.705383,-122.728882,"This mission explored the cold waters of the Davidson Seamount, 4,100 to 12,000 feet deep off the Central California coastline.","corals, seamount, sampling, subs",conshelf,"westernflyer, tiburon",Davidson Seamount,coldnepac,http://oceanexplorer.noaa.gov/explorations/06davidson/welcome.html,ds_2006.gif,,,"Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/52881 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn701251043",,,dav_2006,dav_2006,Ship Track;OECruiseData;95;2006ST.jpg|Dive Locations;OECruiseData;91;2006D.jpg|Dive Trackpoints;OECruiseData;93;2006DTP.jpg|Non-Dive Locations;OECruiseData;92;2006ND.jpg,http://oceanexplorer.noaa.gov/explorations/06davidson/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/06davidson/background/edu/lessonplans.html,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#davidson_details,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2006/DavidsonSeamount2006_Cruise_Level.html
2006,Aegean2006,Aegean and Black Sea,No,4,"Dr. Robert Ballard, University of Rhode Island (Principal Investigator)",R/V Endeavor,"April 26 - June 16, 2006",April-June,36.4,25.4,Dr. Robert Ballard explored this ancient crossroads of maritime activity.,"arch, subs",intl,"endeavor, aegaeo, herc, argus",,mediterr,http://oceanexplorer.noaa.gov/explorations/06blacksea/welcome.html,abs_2006.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn914166852",,,,,,http://oceanexplorer.noaa.gov/explorations/06blacksea/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/06blacksea/background/edu/lessonplans.html,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#aegean_details,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2006/BlackSea2006_Cruise_Level.html
2006,SROF2006,Submarine Ring of Fire,Yes,4,"Dr. Robert Embley, Pacific Marine Environmental Laboratory, NOAA (Principal Investigator)",R/V Melville,"April 18 - May 13, 2006",April-May,13,143.5,"Scientists return to explore active submarine volcanoes lying along the Mariana Arc, extending for more than 800 nautical miles.","volcano, mapping, seamount, subs",intl,"melville, jason",Ring of Fire,tropnwpac,http://oceanexplorer.noaa.gov/explorations/06fire/welcome.html,srof_2006.gif,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=NEW491&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/10750 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocm76805656",Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/MGLN02MV,,MGLN02MV,,,http://oceanexplorer.noaa.gov/explorations/06fire/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/06fire/background/edu/lessonplans.html,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#submarine_details,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2006/SubmarineRingOfFire2006_Cruise_Level.html
2006,CMarZ2006,Census of Marine Zooplankton: Exploring the Deep Sargasso Sea,No,4,"Dr. Peter Wiebe, Woods Hole Oceanographic Institute (Principal Investigator) ",R/V Ronald Brown,"April 10 - 30, 2006",April,25,-60,"The 20-day cruise, completed April 30, was part of an ambitious global inventory of zooplankton by 2010 (dubbed the Census of Marine Zooplankton, CMarZ), a Census of Marine Life initiative that sheds life on some important global ecosystem processes, including the ocean's function as Earth's largest carbon sink and the impact ocean acidification may have on life in the seas.","biodiv, micro, newtech, sampling",carib,ronbrown,Census of Marine Life,"coldnwatl, tropnwatl, warmnwatl",http://www.cmarz.org/CMarZ_RHBrown_April06/,Sapphirinametallina.JPG,,,,Census of Marine Zooplankton Data Directory; Open; Census of Marine Zooplankton Data Directory Website; http://www.cmarz.org/jg/dir/CMarZ/,,,,,,,,,,
2006,ASH2006,Submerged Heritage of Alaska,No,4,"Dave McMahan, Alaska Department of Natural Resources (Principal Investigator)",R/V Curlew,"April 4 - 12, 2006",April,58.59,-135.015,"Nearly half of the United States ocean coastline falls within the boundaries of the state of Alaska.  The continental shelf for the state is the final resting place for more than 4,000 shipwrecks.","arch, diving",arctic,curlew,,coldnnepac,http://oceanexplorer.noaa.gov/explorations/06alaska/welcome.html,ash_2006.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn477280898",,,,,,,,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#alaska_details,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2006/AlaskaSubmergedHeritage2006_Cruise_Level.html
2006,DeepSlope2006,Expedition to the Deep Slope,Yes,5,"Dr. Charles Fisher, Penn State University (Principal Investigator); Dr. Harry Roberts, Louisiana State University (Principal Investigator)",R/V Atlantis,"May 7 - June 2, 2006",May-June,26.771973,-92.104492,"Through a partnership with the Bureau of Ocean Energy Management (BOEM) formerly the U.S. Minerals Management Service (MMS), scientists conducted the first systematic exploration of hydrocarbon seep communities in the deep waters of the Gulf of Mexico.","seep, subs, corals, sampling, habitat",gom,"atlantis, alvin",Deep Slope,"tropnwatl, warmnwatl",http://oceanexplorer.noaa.gov/explorations/06mexico/welcome.html,eds_2006.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW805&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/50812 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn171250669",Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/AT15-03 | Woods Hole Oceanographic Institution Data Library and Archives; Open; WHOI Data Library and Archives Website; http://dla.whoi.edu/cruises/at15-03,,AT15L03,eds_2006,Ship Track;OECruiseData;101;2006ST.jpg|Dive Locations;OECruiseData;97;2006D.jpg|Dive Trackpoints;OECruiseData;99;2006DTP.jpg|Non-Dive Locations;OECruiseData;98;2006ND.jpg,http://oceanexplorer.noaa.gov/explorations/06mexico/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/06mexico/background/edu/lessonplans.html,,http://oceanexplorer.noaa.gov/edu/guide/welcome.html,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#expedition_details,http://service.ncddc.noaa.gov/rdn/oer-waf/FGDC/2006/DeepSlope2006_Cruise_Level.html
2006,OlympicCoast2006,Olympic Coast,Yes,5,"Ed Bowlby, Olympic Coast National Marine Sanctuary, NOAA (Principal Investigator); Mary Sue Brancato, Olympic Coast National Marine Sanctuary, NOAA (Principal Investigator); Jeff Hyland, Olympic Coast National Marine Sanctuary, NOAA (Principal Investigator)",NOAA Ship McArthur II,"May 22 - June 4, 2006",May-June,48.15,-124.95,"In the Olympic Coast National Marine Sanctuary, a research team documented deep-sea coral and sponge communities.","subs, mapping, habitat, biodiv, sampling, corals",mpa,"ropos, mcarthur",,coldnepac,http://oceanexplorer.noaa.gov/explorations/06olympic/welcome.html,oc_2006.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn914233329",,,,,,http://oceanexplorer.noaa.gov/explorations/06olympic/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/06olympic/background/edu/lessonplans.html,,,,
2006,PHAEDRA2006,Phaedra,Yes,6,"Dr. Brendan Foley, Woods Hole Oceanographic Institution (Principal Investigator); Dr. Dimitris Sakellariou, Hellenic Center for Marine Research (Principal Investigator)",R/V Aegaeo,"June 25 - July 4, 2006",June-July,33.31781,24.430786,"An international team of engineers, geologists, geochemists, and historians explored deep sites within Greek national waters.","arch, newtech, subs, volcano, mapping, seep",intl,"aegaeo, seabed, thetis",,mediterr,http://oceanexplorer.noaa.gov/explorations/06greece/welcome.html,ph_2006.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn915072341",,,,,,http://oceanexplorer.noaa.gov/explorations/06greece/background/edu/edu.html,http://oceanexplorer.noaa.gov/explorations/06greece/background/edu/lessonplans.html,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#phaedra_details,
2006,Trouvadore2006,The Search for Trouvadore,No,7,"Jason Burns, SEARCH Inc. (Principal Investigator); Michael Krivor, SEARCH, Inc. (Principal Investigator); Dr. Donald Keith, Ships of Discovery (Principal Investigator); Dr. Toni Carrell, Ships of Discovery (Principal Investigator)",M/V Caribbean Explorer I,"July 8 - 22, 2006",July,21.47,-71.13,A team of explorers uncovered the history of the 19th century slave trade as they searched for the wreck of the Trouvadore.,"arch, diving",carib,"caribbean, turks, scuba",Trouvadore,tropnwatl,http://oceanexplorer.noaa.gov/explorations/06trouvadore/welcome.html,sft_2006.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn914272230",,,,,,,,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#search_details,
2006,SAB2006,South Atlantic Bight,No,8,"Dr. George Sedberry, South Carolina Department of Natural Resources (Principal Investigator)",NOAA Ship Nancy Foster,"August 19 - 30, 2006",August,32.9,-78.06,Advanced sonar is used to rapidly map the continental shelf off South Carolina.,"corals, mapping, habitat, biodiv",sab,foster,,warmnwatl,http://oceanexplorer.noaa.gov/explorations/06southatlantic/welcome.html,sab_2006.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW1220&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/62788 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn914168836",,,SAB2006,,,,,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#south_details,
